Measure,Group,Day,Value
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.043220091720826
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,17.883305335128615
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,15.611610486281247
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,18.023011711155004
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,24.12165686398629
GramErrFreeC,CW,Day 1,32.03040979550386
GramErrFreeC,CW,Day 1,28.391643283370595
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,25.69654170522953
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,34.667013181201646
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,23.3699484811947
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,25.937388290416592
GramErrFreeC,CW,Day 1,29.026215320606617
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,22.393892216750704
GramErrFreeC,CW,Day 1,26.569444357359092
GramErrFreeC,CW,Day 1,22.465213201889764
GramErrFreeC,CW,Day 1,30.18141250844924
GramErrFreeC,CW,Day 1,33.63354670625887
GramErrFreeC,CW,Day 1,27.621307027822137
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,35.54907679023703
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,19.557265139343766
GramErrFreeC,CW,Day 1,32.46717253780754
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,18.61806058349753
GramErrFreeC,CW,Day 1,27.60755866927859
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,22.139480349450764
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,24.103593300839126
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,16.32632315698769
GramErrFreeC,CW,Day 1,36.237425862947795
GramErrFreeC,CW,Day 1,32.35869463041678
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,35.259033375946316
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,29.5454416417693
GramErrFreeC,CW,Day 1,33.14510882113082
GramErrFreeC,CW,Day 1,24.05261126252479
GramErrFreeC,CW,Day 1,27.464853097066047
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
SpellErr100,CW,Day 1,8.055467939732194
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,10.967607277723879
SpellErr100,CW,Day 1,7.876049258405482
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,11.156673683244065
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,8.625280633066339
SpellErr100,CW,Day 1,7.3363412985290815
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.225164644858282
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,7.777779416971411
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,9.42951682152144
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,10.325168925804327
SpellErr100,CW,Day 1,8.784522392950834
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,10.301349970134625
SpellErr100,CW,Day 1,8.293194681004643
SpellErr100,CW,Day 1,8.403302718278006
SpellErr100,CW,Day 1,12.163050940495435
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,7.799560130079551
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,9.5276657220829
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,9.284039109543667
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,8.741151729251854
SpellErr100,CW,Day 1,10.022141003757094
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,9.812281218789503
SpellErr100,CW,Day 1,8.46064142091025
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,7.270749484911077
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.392770478822602
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,8.479129211907905
SpellErr100,CW,Day 1,8.774922879239385
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.088558225046004
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.216561633332933
SpellErr100,CW,Day 1,8.506609349279804
SpellErr100,CW,Day 1,7.095168494081969
SpellErr100,CW,Day 1,7.088729774971787
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,9.869014095018121
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,8.609373606105288
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,10.767309151617962
SpellErr100,CW,Day 1,9.40987610773317
SpellErr100,CW,Day 1,9.347899217739585
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,10.848175221413607
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,11.423322992150368
SpellErr100,CW,Day 1,11.21216993294493
SpellErr100,CW,Day 1,9.841973941924712
SpellErr100,CW,Day 1,10.907635460507805
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,6.29
SpellErr100,CW,Day 1,12.26
SpellErr100,CW,Day 1,7.513220400962376
SpellErr100,CW,Day 1,6.376697599521199
SpellErr100,CW,Day 1,8.998880046098197
SpellErr100,CW,Day 1,10.009409891287593
SpellErr100,CW,Day 1,12.26
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.051749832830776166
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.7358635959770097
Borrow100,CW,Day 1,0.35259424495249536
Borrow100,CW,Day 1,-0.1842609619635156
Borrow100,CW,Day 1,0.3057674041685218
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.3890746876509291
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.4036947917705447
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.05229888211506095
Borrow100,CW,Day 1,0.6769868696313697
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.06912526151586218
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.8407698701284325
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.5908640397567795
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.2820606263935238
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.5348495861531987
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.5140337285392176
Borrow100,CW,Day 1,0.844577332988433
Borrow100,CW,Day 1,0.2744575180170229
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.14345194516872206
Borrow100,CW,Day 1,0.6816607449904135
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.1226647686237765
Borrow100,CW,Day 1,0.6763985424473495
Borrow100,CW,Day 1,0.13926826960222155
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.06329768434740995
Borrow100,CW,Day 1,0.4068042272319666
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,0.9577816162154812
Borrow100,CW,Day 1,0.25935226284867535
Borrow100,CW,Day 1,0.6489921924571148
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.5821347172858189
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.16319599074312396
Borrow100,CW,Day 1,0.43464425399524853
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.05753791446658796
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.4987224923148355
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.00013397516566804324
Borrow100,CW,Day 1,0.008101788464135673
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.5120397330754184
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,-0.24
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.6900461970421098
Borrow100,CW,Day 1,0.1330730485783973
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.8245163182597366
Borrow100,CW,Day 1,1.1044405922090221
Borrow100,CW,Day 1,1.18
Borrow100,CW,Day 1,0.7850940788575851
Borrow100,CW,Day 1,0.66649233812914
Borrow100,CW,Day 1,0.3103209689350961
IUs,CW,Day 1,7.00965425944063
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.98
IUs,CW,Day 1,7.638064651253288
IUs,CW,Day 1,8.98
IUs,CW,Day 1,7.84032269270805
IUs,CW,Day 1,7.91650290969062
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.920340427451735
IUs,CW,Day 1,7.726986029053689
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.98
IUs,CW,Day 1,7.408562177419306
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.453954154118266
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.4966258850066625
IUs,CW,Day 1,7.822938625012595
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.611495358462305
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.174696664477866
IUs,CW,Day 1,6.926152474814244
IUs,CW,Day 1,7.682558253917397
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.892323473501886
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.618576521873082
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.72110948528423
IUs,CW,Day 1,8.226304073775193
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.780669887903944
IUs,CW,Day 1,7.719813116665597
IUs,CW,Day 1,6.818343406198969
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.2611112713796055
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.528828686359459
IUs,CW,Day 1,6.866246311667901
IUs,CW,Day 1,8.440673090969396
IUs,CW,Day 1,8.693062735185574
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.246185758201529
IUs,CW,Day 1,7.773672119843847
IUs,CW,Day 1,7.997406316092788
IUs,CW,Day 1,7.381117367065597
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.843911298574138
IUs,CW,Day 1,6.44
IUs,CW,Day 1,7.891122825054479
IUs,CW,Day 1,8.614041266521912
IUs,CW,Day 1,7.244371268209199
IUs,CW,Day 1,8.970973693968386
IUs,CW,Day 1,6.770603495150813
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.687848313162851
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.634481135759707
IUs,CW,Day 1,6.53719270310427
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.85363951867023
IUs,CW,Day 1,8.98
IUs,CW,Day 1,8.98
IUs,CW,Day 1,6.44
IUs,CW,Day 1,8.913577522196604
IUs,CW,Day 1,6.44
IUs,CW,Day 1,6.4850745061348025
IUs,CW,Day 1,6.661272485681262
IUs,CW,Day 1,7.184676985094097
IUs,CW,Day 1,6.875628234628354
IUs,CW,Day 1,6.790698167344285
IUs,CW,Day 1,7.8216722065509146
IUs,CW,Day 1,8.979684734754773
C/T-unit,FFI+CW,Day 1,1.0287626425162357
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0518077780873805
C/T-unit,FFI+CW,Day 1,1.0339566084101168
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.9961188268374984
C/T-unit,FFI+CW,Day 1,1.025004577042852
C/T-unit,FFI+CW,Day 1,1.076511805276165
C/T-unit,FFI+CW,Day 1,1.0139865936658905
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.055780109983411
C/T-unit,FFI+CW,Day 1,1.075954843178551
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.060196074593225
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.085728319683
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0418879410642596
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0709786734811149
C/T-unit,FFI+CW,Day 1,1.0376580889813065
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.013366681522904
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.9909328691986903
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0429534985715052
C/T-unit,FFI+CW,Day 1,1.0631841448389772
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.043718448386362
C/T-unit,FFI+CW,Day 1,1.0501593523606614
C/T-unit,FFI+CW,Day 1,1.0806337071241616
C/T-unit,FFI+CW,Day 1,1.0391361794103173
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0142365197703944
C/T-unit,FFI+CW,Day 1,1.0044052402942116
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0690282269023261
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.038971501620111
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0129880812356866
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0286856856351299
C/T-unit,FFI+CW,Day 1,0.9926870059273366
C/T-unit,FFI+CW,Day 1,1.0089554168025456
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0725680295328406
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0817595752406026
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0218655732612338
C/T-unit,FFI+CW,Day 1,1.0854278135941922
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0836657035745683
C/T-unit,FFI+CW,Day 1,1.040646662056471
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0889612468457612
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0394133825305802
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0316445766109787
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0550662481792292
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,1.0307942042099931
C/T-unit,FFI+CW,Day 1,1.09
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0608729805478385
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,0.99
C/T-unit,FFI+CW,Day 1,1.0724249149350822
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.6784111898599806
CoordC/T-unit,FFI+CW,Day 1,0.49141180501116727
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5403077235673638
CoordC/T-unit,FFI+CW,Day 1,0.6334240869490669
CoordC/T-unit,FFI+CW,Day 1,0.5376132466223854
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.6980470850215493
CoordC/T-unit,FFI+CW,Day 1,0.5768242641946351
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.5446727989817951
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.7231863591883865
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.6003385830726978
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.516873281147168
CoordC/T-unit,FFI+CW,Day 1,0.48251588981906046
CoordC/T-unit,FFI+CW,Day 1,0.5526347527673705
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5223177551484128
CoordC/T-unit,FFI+CW,Day 1,0.6067341884413262
CoordC/T-unit,FFI+CW,Day 1,0.7551497585431054
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.6152670103119523
CoordC/T-unit,FFI+CW,Day 1,0.4925606190609376
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.49710692346045915
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.7489541497079859
CoordC/T-unit,FFI+CW,Day 1,0.4768215121083102
CoordC/T-unit,FFI+CW,Day 1,0.6351120077218537
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.6028256697561367
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5236826735169496
CoordC/T-unit,FFI+CW,Day 1,0.5867486884349771
CoordC/T-unit,FFI+CW,Day 1,0.6178102089767054
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5735386956267314
CoordC/T-unit,FFI+CW,Day 1,0.705203609034972
CoordC/T-unit,FFI+CW,Day 1,0.6017843483170976
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.4797373544428406
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.7412693135577263
CoordC/T-unit,FFI+CW,Day 1,0.7499880490806222
CoordC/T-unit,FFI+CW,Day 1,0.7657447369828343
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.6727085825849769
CoordC/T-unit,FFI+CW,Day 1,0.5016025791725078
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5736126163133812
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.6706196731989258
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.5009353177257243
CoordC/T-unit,FFI+CW,Day 1,0.6233436326117358
CoordC/T-unit,FFI+CW,Day 1,0.6632844366804065
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.47
CoordC/T-unit,FFI+CW,Day 1,0.6941003489240264
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.79
CoordC/T-unit,FFI+CW,Day 1,0.7200780056045076
MLC,FFI+CW,Day 1,5.099752599312794
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.810202198115327
MLC,FFI+CW,Day 1,5.280959749064909
MLC,FFI+CW,Day 1,4.72168713258845
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.15072682420138
MLC,FFI+CW,Day 1,4.649726346746931
MLC,FFI+CW,Day 1,5.06942557869872
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.281040578377091
MLC,FFI+CW,Day 1,4.907950189220643
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.931406795600559
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.312272490816549
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.763857034843262
MLC,FFI+CW,Day 1,4.86726564826478
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,4.914217185605041
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.05586176538096
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.47
MLC,FFI+CW,Day 1,5.184537268331173
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.63
MLC,FFI+CW,Day 1,4.819907616900688
MLC,FFI+CW,Day 1,4.9184430563421735
